,name,company,year,Price,kms_driven,fuel_type
3716,Kicks XL,Nissan,2003,930584,103151,Petrol
3717,XUV500 W8,Mahindra,2008,505625,99694,Diesel
3718,Fortuner 3.0,Toyota,2005,562437,39124,LPG
3719,Bolero Power,Mahindra,2023,1533159,76092,Petrol
3720,A6 2.0 TDI,Audi,2018,1719913,131342,Diesel
3721,C Class C220,Mercedes,2007,279675,6407,CNG
3722,A3 35 TFSI,Audi,2002,443742,26275,Diesel
3723,Micra XL,Nissan,2013,692317,42934,LPG
3724,Kicks XL,Nissan,2009,201079,137853,Diesel
3725,Suzuki Ertiga,Maruti,2010,1178497,27849,Diesel
3726,Tiago Revotorq,Tata,2015,1080137,64832,LPG
3727,GLA Class 200,Mercedes,2007,94460,136198,LPG
3728,Terrano XL,Nissan,2011,943884,42288,Petrol
3729,Endeavour 3.2,Ford,2021,1823816,91971,Diesel
3730,S Class S350,Mercedes,2004,653725,133965,LPG
3731,Verna 1.6,Hyundai,2005,988707,93070,CNG
3732,Lodgy 85 PS,Renault,2002,883637,128712,Petrol
3733,X1 sDrive,BMW,2022,515776,117648,Diesel
3734,Santro Xing,Hyundai,2003,874900,128007,LPG
3735,Cruze VCDi,Chevrolet,2010,521273,124067,Petrol
3736,i20 Asta,Hyundai,2009,1061883,135802,Diesel
3737,5 Series 520d,BMW,2018,1114852,23958,Diesel
3738,Fabia 1.2L,Skoda,2023,1717209,105458,CNG
3739,Micra XL,Nissan,2014,1642605,138988,Diesel
3740,Duster 110 PS,Renault,2015,1713789,138715,CNG
3741,Micra XL,Nissan,2009,815824,67440,Diesel
3742,Fortuner 3.0,Toyota,2013,1268951,79947,Diesel
3743,Q3 2.0 TDI,Audi,2018,1877850,93537,Diesel
3744,Yaris J,Toyota,2002,815645,26529,CNG
3745,Duster 110 PS,Renault,2022,1303502,111190,Diesel
3746,X1 sDrive,BMW,2008,520199,28499,CNG
3747,Kicks XL,Nissan,2018,1865103,142250,LPG
3748,Nexon XZ,Tata,2016,1873353,119616,CNG
3749,Endeavour 3.2,Ford,2013,877659,96247,LPG
3750,Suzuki Vitara Brezza,Maruti,2001,741319,84674,LPG
3751,Elantra,Hyundai,2008,912948,60465,Petrol
3752,S Class S350,Mercedes,2017,1919212,137886,LPG
3753,X5 xDrive,BMW,2005,825671,118767,Petrol
3754,S Class S350,Mercedes,2002,549408,39857,Petrol
3755,Octavia Classic,Skoda,2019,825283,43095,Petrol
3756,Q7 3.0 TDI,Audi,2005,713428,24557,Petrol
3757,Polo Highline,Volkswagen,2014,969726,49815,Diesel
3758,Creta 1.6,Hyundai,2004,46870,108204,LPG
3759,Ameo 1.5,Volkswagen,2023,1179393,119370,Petrol
3760,Micra XL,Nissan,2022,1059407,3157,Petrol
3761,Innova 2.5 V,Toyota,2003,911125,82669,LPG
3762,Spark 1.0,Chevrolet,2009,768590,109617,Petrol
3763,A3 35 TFSI,Audi,2007,295991,50754,CNG
3764,Kicks XL,Nissan,2015,444566,111309,LPG
3765,Vento 1.5,Volkswagen,2008,353128,30658,Petrol
3766,Scorpio S10,Mahindra,2015,1149275,47504,CNG
3767,A3 35 TFSI,Audi,2003,944948,97034,Diesel
3768,Santro Xing,Hyundai,2014,524131,44223,Petrol
3769,Fabia 1.2L,Skoda,2000,563522,82608,Diesel
3770,Sunny XV,Nissan,2007,539936,46862,Petrol
3771,E Class E220,Mercedes,2012,1585423,37765,Diesel
3772,Suzuki Baleno,Maruti,2016,413273,62143,Diesel
3773,Innova 2.5 V,Toyota,2007,932777,59426,CNG
3774,Nano GenX,Tata,2018,252475,56806,Diesel
3775,Thar CRDe,Mahindra,2014,681036,87877,Petrol
3776,Verna 1.6,Hyundai,2003,582726,140283,LPG
3777,Creta 1.6,Hyundai,2002,336513,90723,LPG
3778,Ameo 1.5,Volkswagen,2003,50205,12316,Petrol
3779,Yaris J,Toyota,2003,508232,107579,Petrol
3780,Lodgy 85 PS,Renault,2004,799516,23314,Petrol
3781,Sail 1.2,Chevrolet,2017,1779263,49969,Petrol
3783,Beat LS,Chevrolet,2010,1059835,129571,CNG
3784,Rapid 1.6,Skoda,2017,1549914,35243,LPG
3785,Bolero Power,Mahindra,2002,441943,58857,LPG
3786,Superb L&K,Skoda,2001,447382,12662,Petrol
3787,5 Series 520d,BMW,2005,915072,50132,CNG
3788,Q7 3.0 TDI,Audi,2012,562439,22249,Diesel
3789,Corolla Altis,Toyota,2022,424753,50838,Diesel
3790,Civic 1.8V,Honda,2022,224239,111776,Petrol
3791,Polo Highline,Volkswagen,2017,1453405,58118,Diesel
3792,Corolla Altis,Toyota,2009,1209864,88775,CNG
3793,i20 Asta,Hyundai,2010,1158452,9262,Petrol
3794,Corolla Altis,Toyota,2000,428786,47066,LPG
3795,Octavia Classic,Skoda,2012,529949,7439,LPG
3796,Duster 110 PS,Renault,2000,149624,147764,LPG
3797,Suzuki Baleno,Maruti,2015,1628762,56734,LPG
3798,Captur RXL,Renault,2022,1605859,96987,LPG
3799,5 Series 520d,BMW,2016,398249,46547,LPG
3800,Suzuki Vitara Brezza,Maruti,2009,549338,39083,LPG
3801,Civic 1.8V,Honda,2007,1235714,142366,Petrol
3802,i20 Asta,Hyundai,2000,335693,9319,Petrol
3803,Sail 1.2,Chevrolet,2009,755110,28029,Petrol
3804,Indica V2,Tata,2007,314182,133673,CNG
3806,Creta 1.6,Hyundai,2021,158390,19852,Diesel
3807,Fortuner 3.0,Toyota,2017,364455,47271,CNG
3808,CR-V 2.4,Honda,2016,569871,25802,CNG
3810,GLA Class 200,Mercedes,2012,1000408,90908,LPG
3811,Nano GenX,Tata,2012,98523,55198,Petrol
3812,Jeep CL550,Mahindra,2007,436954,103462,CNG
3813,Octavia Classic,Skoda,2015,993099,90453,CNG
3814,Sail 1.2,Chevrolet,2000,393685,41222,Petrol
3815,Jazz V,Honda,2018,271793,54355,CNG
3816,E Class E220,Mercedes,2005,596471,148028,CNG
3817,Beat LS,Chevrolet,2018,867935,50985,Diesel
3818,Cruze VCDi,Chevrolet,2021,359413,39071,LPG
3819,Nano GenX,Tata,2002,751733,122431,CNG
3820,Kwid RXT,Renault,2000,581426,111119,Petrol
3822,Indica V2,Tata,2004,403726,132833,CNG
3823,A3 35 TFSI,Audi,2019,636801,144145,CNG
3824,Yeti Plus,Skoda,2004,901258,91061,Petrol
3825,A3 35 TFSI,Audi,2014,782107,14040,Diesel
3826,Q7 3.0 TDI,Audi,2010,1465606,21685,Petrol
3827,Civic 1.8V,Honda,2002,682971,89252,Petrol
3828,A6 2.0 TDI,Audi,2017,1483313,65485,Petrol
3829,Elantra,Hyundai,2020,376597,3566,CNG
3830,CR-V 2.4,Honda,2009,902840,149669,Diesel
3831,GLA Class 200,Mercedes,2010,652810,113793,Diesel
3832,Innova 2.5 V,Toyota,2009,197055,97963,CNG
3833,Jetta 2.0,Volkswagen,2005,369693,135640,Petrol
3834,Amaze SX,Honda,2017,524887,104428,Petrol
3835,Yeti Plus,Skoda,2008,1234863,140830,Diesel
3836,KUV100,Mahindra,2011,262287,53549,LPG
3837,Nano GenX,Tata,2023,243328,43392,Diesel
3838,Beat LS,Chevrolet,2022,1190832,147177,CNG
3839,Grand i10,Hyundai,2002,351534,71049,Diesel
3840,Suzuki Ertiga,Maruti,2010,941987,127797,LPG
3841,Kicks XL,Nissan,2016,1398827,82506,LPG
3842,5 Series 520d,BMW,2017,1147080,23037,CNG
3843,C Class C220,Mercedes,2017,202490,142325,Petrol
3844,Captur RXL,Renault,2002,107330,38736,Petrol
3845,Ameo 1.5,Volkswagen,2004,981272,108742,Diesel
3846,Kicks XL,Nissan,2012,1497562,73451,LPG
3847,Civic 1.8V,Honda,2014,895695,126699,CNG
3848,Suzuki Swift,Maruti,2004,717600,47629,CNG
3849,C Class C220,Mercedes,2002,834896,117613,Diesel
3850,Ameo 1.5,Volkswagen,2017,382077,58386,LPG
3851,X1 sDrive,BMW,2005,612408,126884,Diesel
3852,A3 35 TFSI,Audi,2003,254374,65871,CNG
3853,Octavia Classic,Skoda,2017,322626,60281,CNG
3854,Lodgy 85 PS,Renault,2006,658870,60151,Diesel
3855,X5 xDrive,BMW,2007,316487,64983,LPG
3856,Innova 2.5 V,Toyota,2023,202319,55480,LPG
3857,Suzuki Ertiga,Maruti,2011,1156948,149452,LPG
3858,KUV100,Mahindra,2001,649734,10065,CNG
3861,Suzuki Alto 800,Maruti,2005,384363,149881,CNG
3862,X1 sDrive,BMW,2001,719912,149542,Diesel
3863,Captur RXL,Renault,2001,310182,15532,LPG
3864,Q7 3.0 TDI,Audi,2011,999114,41466,LPG
3865,Suzuki Ertiga,Maruti,2015,1051102,21073,CNG
3866,A6 2.0 TDI,Audi,2013,1646018,113432,Diesel
3867,Civic 1.8V,Honda,2018,826476,2300,Diesel
3868,Elantra,Hyundai,2015,808596,3661,LPG
3869,Suzuki Ertiga,Maruti,2011,903996,22007,Diesel
3870,Suzuki Vitara Brezza,Maruti,2016,490205,82854,Diesel
3872,A6 2.0 TDI,Audi,2009,211266,29231,CNG
3873,i20 Asta,Hyundai,2009,1025071,9244,CNG
3874,Q3 2.0 TDI,Audi,2019,2031172,134283,Diesel
3875,Safari Dicor,Tata,2022,2199608,33680,Petrol
3876,Jeep CL550,Mahindra,2001,519598,94535,CNG
3878,Jetta 2.0,Volkswagen,2019,1338946,66269,LPG
3879,Captur RXL,Renault,2001,128284,77203,Petrol
3880,Suzuki Alto 800,Maruti,2017,255608,145247,CNG
3882,Superb L&K,Skoda,2019,1041731,92419,CNG
3883,Nano GenX,Tata,2016,587768,1263,Petrol
3884,Terrano XL,Nissan,2003,104177,14460,Petrol
3885,Polo Highline,Volkswagen,2013,1622279,99613,LPG
3886,Q7 3.0 TDI,Audi,2001,64878,147003,Diesel
3887,XUV500 W8,Mahindra,2023,2181342,106080,Petrol
3888,Kicks XL,Nissan,2010,1478995,21969,LPG
3889,Kwid RXT,Renault,2005,1014365,147307,LPG
3891,Polo Highline,Volkswagen,2016,175263,145540,LPG
3892,Fiesta EXI,Ford,2013,973234,4918,LPG
3893,Santro Xing,Hyundai,2016,99588,36483,Petrol
3894,A3 35 TFSI,Audi,2019,1285078,20167,Petrol
3895,X5 xDrive,BMW,2000,494374,113873,CNG
3896,Terrano XL,Nissan,2021,1443140,129967,LPG
3897,Duster 110 PS,Renault,2017,731804,37668,LPG
3898,Santro Xing,Hyundai,2013,1001283,126481,Petrol
3899,Jazz V,Honda,2002,843128,120002,Diesel
3900,Elantra,Hyundai,2006,419315,51948,LPG
3901,Sail 1.2,Chevrolet,2009,842493,13060,Diesel
3902,Yeti Plus,Skoda,2002,388376,21280,Diesel
3903,A3 35 TFSI,Audi,2011,1047663,89610,Diesel
3904,Elantra,Hyundai,2007,448017,16336,Petrol
3905,City VX,Honda,2016,1279664,11007,CNG
3906,Kicks XL,Nissan,2016,818487,13169,Petrol
3908,Jetta 2.0,Volkswagen,2003,756963,143860,Diesel
3909,Captur RXL,Renault,2004,171304,33519,CNG
3910,Micra XL,Nissan,2009,761961,111581,Petrol
3911,A6 2.0 TDI,Audi,2015,77669,114997,LPG
3912,Fabia 1.2L,Skoda,2006,865744,30391,Petrol
3913,5 Series 520d,BMW,2002,518959,88442,Petrol
3914,Creta 1.6,Hyundai,2004,913864,11209,Diesel
3915,Scorpio S10,Mahindra,2003,44822,19918,CNG
3916,Rapid 1.6,Skoda,2023,1690373,133802,Diesel
3917,Polo Highline,Volkswagen,2013,1293731,141004,LPG
3918,Captur RXL,Renault,2007,739965,138752,CNG
3919,Vento 1.5,Volkswagen,2009,1037128,123435,CNG
3920,Duster 110 PS,Renault,2002,226119,26796,Petrol
3921,Bolero Power,Mahindra,2007,970391,29460,Petrol
3922,XUV500 W8,Mahindra,2020,449355,97262,LPG
3923,Endeavour 3.2,Ford,2009,629603,142603,Petrol
3924,Kwid RXT,Renault,2012,177846,22801,Diesel
3925,Octavia Classic,Skoda,2014,946100,18150,Petrol
3926,Rapid 1.6,Skoda,2013,1226570,70121,Diesel
3927,Terrano XL,Nissan,2014,1108698,46498,LPG
3928,E Class E220,Mercedes,2002,546743,85283,LPG
3929,Cruze VCDi,Chevrolet,2017,1040326,6260,CNG
3930,Vento 1.5,Volkswagen,2005,1085194,18093,Diesel
3931,Suzuki Ertiga,Maruti,2012,1266321,83455,LPG
3932,Cruze VCDi,Chevrolet,2010,402783,36668,Petrol
3933,GLA Class 200,Mercedes,2016,631092,39895,Diesel
3934,Scorpio S10,Mahindra,2017,414089,82560,Diesel
3935,Jazz V,Honda,2016,939645,142237,Petrol
3936,Figo Aspire,Ford,2022,1619694,117870,CNG
3937,Suzuki Alto 800,Maruti,2019,498664,233,Petrol
3938,Ikon 1.3,Ford,2002,380610,133189,CNG
3939,KUV100,Mahindra,2019,362001,135812,Diesel
3940,Beat LS,Chevrolet,2006,752587,22446,Diesel
3941,Harrier XZ,Tata,2018,1731112,27458,Petrol
3942,Sail 1.2,Chevrolet,2022,478992,49591,CNG
3943,Scorpio S10,Mahindra,2007,343883,20271,CNG
3944,Q3 2.0 TDI,Audi,2012,1599395,130373,Diesel
3945,Suzuki Vitara Brezza,Maruti,2007,423083,68733,Petrol
3946,Suzuki Alto 800,Maruti,2021,2149982,102661,CNG
3947,Santro Xing,Hyundai,2013,227746,13439,Diesel
3950,Micra XL,Nissan,2005,457435,83028,LPG
3951,Duster 110 PS,Renault,2013,499617,149173,Petrol
3953,Endeavour 3.2,Ford,2022,1302318,38380,Petrol
3954,Nano GenX,Tata,2017,1243070,95408,LPG
3955,Bolero Power,Mahindra,2012,349131,9985,Petrol
3956,Lodgy 85 PS,Renault,2005,1034624,80253,CNG
3957,i20 Asta,Hyundai,2022,1768110,53606,Petrol
3958,Jeep CL550,Mahindra,2014,1517864,144005,LPG
3959,Duster 110 PS,Renault,2013,1381544,128001,CNG
3960,Scorpio S10,Mahindra,2009,624850,37955,CNG
3961,Nexon XZ,Tata,2011,166552,144553,LPG
3962,Civic 1.8V,Honda,2003,534663,63669,CNG
3963,Endeavour 3.2,Ford,2016,1689816,116670,LPG
3964,Polo Highline,Volkswagen,2009,1197959,18510,Diesel
3965,Spark 1.0,Chevrolet,2002,388568,113477,Petrol
3966,Verna 1.6,Hyundai,2010,1435289,111838,CNG
3967,Terrano XL,Nissan,2020,1699711,112235,CNG
3968,Beat LS,Chevrolet,2003,138885,57914,CNG
3969,A3 35 TFSI,Audi,2020,695695,18984,Diesel
3970,X1 sDrive,BMW,2010,1306521,35720,Petrol
3971,Jetta 2.0,Volkswagen,2021,538686,45156,Petrol
3972,5 Series 520d,BMW,2009,845339,119124,Petrol
3973,E Class E220,Mercedes,2004,371624,77880,Petrol
3974,EcoSport Titanium,Ford,2020,2003765,8904,LPG
3975,Kicks XL,Nissan,2006,498290,146447,Petrol
3976,A3 35 TFSI,Audi,2005,512708,29066,Diesel
3977,Amaze SX,Honda,2009,616142,139426,LPG
3978,X1 sDrive,BMW,2020,2058143,66981,Petrol
3979,Innova 2.5 V,Toyota,2010,147949,41276,Petrol
3980,Suzuki Vitara Brezza,Maruti,2009,1065248,8067,LPG
3981,Suzuki Alto 800,Maruti,2002,278600,44707,Petrol
3982,Suzuki Baleno,Maruti,2003,910998,143217,LPG
3983,Beat LS,Chevrolet,2009,1196146,16650,Diesel
3984,Safari Dicor,Tata,2022,1645925,138963,Diesel
3985,Captur RXL,Renault,2013,156786,39661,Diesel
3987,Jazz V,Honda,2002,271331,28861,LPG
3988,Corolla Altis,Toyota,2019,237256,113021,Diesel
3989,KUV100,Mahindra,2020,1291636,128242,Diesel
3992,Vento 1.5,Volkswagen,2011,1024540,6378,LPG
3993,Q7 3.0 TDI,Audi,2020,1004522,22077,CNG
3994,Thar CRDe,Mahindra,2020,1717230,36434,CNG
3995,Fiesta EXI,Ford,2015,980964,104673,CNG
3996,Yeti Plus,Skoda,2011,78092,137112,Petrol
3997,Micra XL,Nissan,2015,1431376,106037,Diesel
3998,Figo Aspire,Ford,2023,1899074,93109,Petrol
3999,Nano GenX,Tata,2022,1603335,22362,CNG
4000,Corolla Altis,Toyota,2014,1055447,145947,CNG
4001,Fiesta EXI,Ford,2011,898663,43126,Petrol
4002,Sunny XV,Nissan,2016,619953,8474,CNG
4004,KUV100,Mahindra,2010,1412203,112272,LPG
4005,Harrier XZ,Tata,2014,214150,132816,LPG
4006,E Class E220,Mercedes,2011,633766,142778,Petrol
4007,Jetta 2.0,Volkswagen,2014,1566768,50043,LPG
4008,Innova 2.5 V,Toyota,2009,708971,107893,CNG
4010,KUV100,Mahindra,2003,249911,134285,LPG
4011,Spark 1.0,Chevrolet,2018,1336858,101067,Petrol
4012,Octavia Classic,Skoda,2004,623393,19915,Petrol
4013,Sail 1.2,Chevrolet,2003,632966,106546,CNG
4014,Amaze SX,Honda,2012,705775,42281,Diesel
4015,CR-V 2.4,Honda,2005,309786,91494,Petrol
4016,X1 sDrive,BMW,2011,1350354,117042,Petrol
4017,Figo Aspire,Ford,2007,1253431,97177,CNG
4018,Kicks XL,Nissan,2021,504967,44333,CNG
4019,X5 xDrive,BMW,2001,529291,136226,CNG
4020,Yaris J,Toyota,2017,1704001,45580,Diesel
4021,Elantra,Hyundai,2017,1378430,109836,Petrol
4022,Superb L&K,Skoda,2009,294318,128595,Diesel
4023,Elantra,Hyundai,2018,1005057,146047,LPG
4024,Ikon 1.3,Ford,2007,451456,18899,CNG
4025,Sunny XV,Nissan,2008,616129,35663,CNG
4026,Sunny XV,Nissan,2019,1999993,120073,LPG
4027,Polo Highline,Volkswagen,2020,467252,72502,CNG
4028,Ikon 1.3,Ford,2020,1325849,41374,LPG
4029,Amaze SX,Honda,2008,298360,116942,LPG
4030,Scorpio S10,Mahindra,2019,422094,106031,Petrol
4031,Kwid RXT,Renault,2001,262682,104002,CNG
4032,Fiesta EXI,Ford,2003,851133,43249,Diesel
4033,Duster 110 PS,Renault,2023,622510,95266,Diesel
4034,Spark 1.0,Chevrolet,2015,452670,117621,CNG
4035,E Class E220,Mercedes,2001,565247,22278,LPG
4036,Lodgy 85 PS,Renault,2009,535754,49577,CNG
4037,A6 2.0 TDI,Audi,2014,241764,84725,Petrol
4038,Verna 1.6,Hyundai,2021,1772063,37838,Diesel
4039,Jazz V,Honda,2001,194885,950,Diesel
4040,Duster 110 PS,Renault,2003,119086,113917,LPG
4041,KUV100,Mahindra,2019,2069733,74368,CNG
4042,Safari Dicor,Tata,2022,419302,142249,Diesel
4043,Suzuki Baleno,Maruti,2017,1637451,138272,LPG
4044,EcoSport Titanium,Ford,2009,1137756,15161,CNG
4045,Endeavour 3.2,Ford,2018,817650,125655,LPG
4046,Vento 1.5,Volkswagen,2009,759233,114410,Petrol
4047,Fabia 1.2L,Skoda,2003,39788,64493,LPG
4048,Bolero Power,Mahindra,2021,252526,75944,CNG
4049,E Class E220,Mercedes,2001,148308,99819,LPG
4050,Verna 1.6,Hyundai,2008,613276,58415,Petrol
4051,Elantra,Hyundai,2008,895025,90237,Petrol
4052,Elantra,Hyundai,2004,497397,112725,Diesel
4053,Etios Liva,Toyota,2008,295716,94014,CNG
4054,Fiesta EXI,Ford,2007,1251102,101354,CNG
4055,5 Series 520d,BMW,2021,1808651,39018,CNG
4056,Polo Highline,Volkswagen,2002,671849,59302,Petrol
4057,A6 2.0 TDI,Audi,2006,1031379,143804,Petrol
4058,Yeti Plus,Skoda,2019,1662376,10770,CNG
4059,Nano GenX,Tata,2005,92388,88374,CNG
4060,Terrano XL,Nissan,2000,423275,90483,CNG
4061,Scorpio S10,Mahindra,2014,1108165,40115,Diesel
4062,Beat LS,Chevrolet,2005,848876,107661,LPG
4063,Sunny XV,Nissan,2018,1328657,148131,Diesel
4064,KUV100,Mahindra,2011,462975,43728,CNG
4065,Amaze SX,Honda,2017,873826,71089,Diesel
4066,Suzuki Alto 800,Maruti,2004,833775,29797,Diesel
4067,Vento 1.5,Volkswagen,2008,1100478,94627,Diesel
4068,Bolero Power,Mahindra,2004,555119,11259,Petrol
4069,C Class C220,Mercedes,2016,1641361,69456,LPG
4070,A6 2.0 TDI,Audi,2019,2097510,36437,CNG
4071,Jazz V,Honda,2002,307710,48736,CNG
4072,Q7 3.0 TDI,Audi,2019,1760739,127128,Diesel
4073,Suzuki Wagon R,Maruti,2010,1087922,43877,Diesel
4074,KUV100,Mahindra,2013,571930,142201,Diesel
4075,Tiago Revotorq,Tata,2004,93167,137247,Petrol
4076,3 Series 320d,BMW,2019,102666,26347,Diesel
4077,Civic 1.8V,Honda,2019,1917710,35994,Petrol
4078,Kicks XL,Nissan,2002,240386,116603,Petrol
4079,Innova 2.5 V,Toyota,2016,1075101,40223,Petrol
4080,Superb L&K,Skoda,2007,933966,49474,CNG
4081,Yeti Plus,Skoda,2017,1654806,103603,Diesel
4082,Endeavour 3.2,Ford,2017,745391,61663,LPG
4083,Verna 1.6,Hyundai,2021,1879892,14623,Petrol
4084,C Class C220,Mercedes,2013,1536302,114554,Diesel
4085,X1 sDrive,BMW,2004,922549,104438,Petrol
4086,KUV100,Mahindra,2005,665185,134966,Petrol
4087,Sail 1.2,Chevrolet,2022,1846610,82428,Diesel
4088,KUV100,Mahindra,2020,1838469,112386,LPG
4089,Vento 1.5,Volkswagen,2015,882512,146740,Diesel
4090,C Class C220,Mercedes,2010,931828,69641,CNG
4091,Duster 110 PS,Renault,2003,290829,65311,LPG
4092,Verna 1.6,Hyundai,2010,534485,96922,Diesel
4093,Suzuki Ertiga,Maruti,2004,532437,8112,Diesel
4094,EcoSport Titanium,Ford,2004,1007148,100709,Petrol
4095,Kwid RXT,Renault,2004,359562,61505,Petrol
4096,Yeti Plus,Skoda,2005,920495,37684,CNG
4097,Polo Highline,Volkswagen,2008,432356,40298,CNG
4098,Nexon XZ,Tata,2010,1403023,104666,Petrol
4099,Fortuner 3.0,Toyota,2006,946517,68324,Diesel
4100,Lodgy 85 PS,Renault,2012,1040771,98764,CNG
4101,Suzuki Alto 800,Maruti,2014,368554,1953,CNG
4102,Ikon 1.3,Ford,2014,1106901,125109,Diesel
4103,Amaze SX,Honda,2004,608392,106336,LPG
4104,Nano GenX,Tata,2005,452269,94778,LPG
4105,Cruze VCDi,Chevrolet,2002,139986,103721,Petrol
4106,Cruze VCDi,Chevrolet,2013,1487365,146384,CNG
4107,Rapid 1.6,Skoda,2005,397730,131294,CNG
4108,Duster 110 PS,Renault,2004,155746,118583,LPG
4109,Endeavour 3.2,Ford,2017,934256,87264,CNG
4110,Kicks XL,Nissan,2000,380705,87620,LPG
4111,Innova 2.5 V,Toyota,2005,128357,18539,Petrol
4112,Q7 3.0 TDI,Audi,2019,1920088,124469,Petrol
4113,E Class E220,Mercedes,2006,531572,69697,LPG
4114,Santro Xing,Hyundai,2013,513309,121788,CNG
4115,Captur RXL,Renault,2005,1036258,50016,Petrol
4117,Civic 1.8V,Honda,2020,416364,85970,Diesel
4118,Fabia 1.2L,Skoda,2006,1045070,90244,LPG
4119,Fortuner 3.0,Toyota,2006,401088,47408,Diesel
4120,C Class C220,Mercedes,2012,324986,34153,CNG
4121,Etios Liva,Toyota,2010,1140193,67388,LPG
4122,Nano GenX,Tata,2016,438777,70086,LPG
4123,Captur RXL,Renault,2021,1474666,138864,Diesel
4124,Endeavour 3.2,Ford,2023,501560,104087,Petrol
4125,Santro Xing,Hyundai,2023,2230675,73136,LPG
4126,X1 sDrive,BMW,2012,1088086,56737,LPG
4127,City VX,Honda,2021,1445233,143295,Petrol
4128,Creta 1.6,Hyundai,2023,2105038,130265,Petrol
4129,Rapid 1.6,Skoda,2016,784332,27991,Petrol
4130,Sunny XV,Nissan,2015,668398,38916,Petrol
4131,Kicks XL,Nissan,2018,1802906,30358,CNG
4132,A6 2.0 TDI,Audi,2016,603677,26914,Diesel
4133,Kwid RXT,Renault,2001,751178,93133,CNG
4134,C Class C220,Mercedes,2004,69857,74617,CNG
4135,Vento 1.5,Volkswagen,2008,144145,80575,CNG
4136,Octavia Classic,Skoda,2009,584452,52914,Diesel
4137,C Class C220,Mercedes,2008,1296630,2130,Diesel
4138,Superb L&K,Skoda,2010,1439613,71204,CNG
4139,XUV500 W8,Mahindra,2006,1182833,118470,CNG
4140,Sail 1.2,Chevrolet,2001,511723,143647,Diesel
4141,Spark 1.0,Chevrolet,2004,891632,28045,CNG
4142,KUV100,Mahindra,2023,594215,129108,CNG
4143,Verna 1.6,Hyundai,2008,723459,26077,Petrol
4144,C Class C220,Mercedes,2003,368093,75918,LPG
4145,Polo Highline,Volkswagen,2002,80545,78471,LPG
4146,Micra XL,Nissan,2016,364188,144981,Diesel
4147,E Class E220,Mercedes,2005,227383,32611,CNG
4148,Suzuki Wagon R,Maruti,2020,1373423,116431,LPG
4149,A6 2.0 TDI,Audi,2022,1146272,140307,LPG
4150,Suzuki Baleno,Maruti,2008,706881,101357,CNG
4151,Suzuki Alto 800,Maruti,2022,925448,134540,Diesel
4152,Bolero Power,Mahindra,2002,516111,54719,Petrol
4153,Q7 3.0 TDI,Audi,2006,116645,96564,CNG
4154,Spark 1.0,Chevrolet,2017,1789838,144393,Diesel
4155,Nexon XZ,Tata,2011,290778,47435,Diesel
4156,Q7 3.0 TDI,Audi,2002,611547,32362,LPG
4157,Sunny XV,Nissan,2010,859979,81861,LPG
4158,XUV500 W8,Mahindra,2010,544767,81801,Diesel
4159,Kicks XL,Nissan,2017,276488,127089,LPG
4160,Vento 1.5,Volkswagen,2000,353588,81566,CNG
4161,Indica V2,Tata,2016,1416093,137776,Petrol
4162,Endeavour 3.2,Ford,2014,678342,55479,Diesel
4164,Fabia 1.2L,Skoda,2000,659240,98169,LPG
4165,Scorpio S10,Mahindra,2002,200374,122073,LPG
4167,Polo Highline,Volkswagen,2009,187675,33046,Petrol
4168,Verna 1.6,Hyundai,2006,870911,17800,LPG
4169,Amaze SX,Honda,2007,149001,99820,LPG
4170,Corolla Altis,Toyota,2014,823958,6122,CNG
4171,A6 2.0 TDI,Audi,2009,832918,8517,LPG
4172,i20 Asta,Hyundai,2003,170467,141903,LPG
4173,Polo Highline,Volkswagen,2018,670781,131047,CNG
4174,Amaze SX,Honda,2020,170484,87271,CNG
4175,GLA Class 200,Mercedes,2012,1264107,125616,LPG
4176,Sail 1.2,Chevrolet,2020,500564,13842,CNG
4177,XUV500 W8,Mahindra,2001,751208,132956,Petrol
4178,Bolero Power,Mahindra,2022,1549625,93687,LPG
4179,XUV500 W8,Mahindra,2022,423276,41948,LPG
4180,XUV500 W8,Mahindra,2010,1202782,130032,LPG
4181,Octavia Classic,Skoda,2001,723817,22654,Diesel
4182,Ikon 1.3,Ford,2018,1549717,21417,LPG
4183,Grand i10,Hyundai,2009,76973,41334,LPG
4184,Beat LS,Chevrolet,2013,613483,9124,Diesel
4185,Yeti Plus,Skoda,2015,656920,2372,CNG
4186,Jazz V,Honda,2010,89107,68969,Petrol
4187,Captur RXL,Renault,2015,1293330,5193,LPG
4188,CR-V 2.4,Honda,2008,295588,95161,CNG
4189,Creta 1.6,Hyundai,2002,187688,74155,Petrol
4190,Rapid 1.6,Skoda,2003,279494,101906,LPG
4191,Captur RXL,Renault,2014,947621,68529,LPG
4192,Lodgy 85 PS,Renault,2016,378676,7004,Petrol
4193,Beat LS,Chevrolet,2006,632482,127563,LPG
4194,Sail 1.2,Chevrolet,2005,499105,91653,Petrol
4195,Fabia 1.2L,Skoda,2018,1723199,86194,Diesel
4196,Beat LS,Chevrolet,2012,215362,128126,Petrol
4197,Jeep CL550,Mahindra,2011,1262373,20539,Diesel
4198,Captur RXL,Renault,2016,1306149,16119,Diesel
4199,Q7 3.0 TDI,Audi,2017,1686502,128623,Diesel
4200,Terrano XL,Nissan,2012,72993,122150,Petrol
4202,Innova 2.5 V,Toyota,2019,1102973,8869,CNG
